"County","Facility Name","Grouping","Entry","Value"
"Polk","Bartow","2020 Totals","Total WW Flows (MGD)",2.26
"Polk","Bartow","2020 Totals","Total Reuse (MGD)",2.26
"Polk","Bartow","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Bartow","2020 Totals","WW Disposal (MGD)",NA
"Polk","Bartow","2045 Projected Additional","WW Flow Projection (MGD)",0.62
"Polk","Bartow","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Bartow","2045 Projected Totals","Total WW Flows (MGD)",2.88
"Polk","Bartow","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Bartow","2045 Projected Totals","Total Reuse (MGD)",2.88
"Polk","Bartow","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.16
"Polk","Cypress Lakes","Total Service Area Population","2020",2778
"Polk","Cypress Lakes","Total Service Area Population","2045",2882
"Polk","Cypress Lakes","Septic Population","2020",NA
"Polk","Cypress Lakes","Septic Population","2045",NA
"Polk","Cypress Lakes","Adjusted Service Area Population","2020",2778
"Polk","Cypress Lakes","Adjusted Service Area Population","2045",2882
"Polk","Cypress Lakes","Adjusted Service Area Population","2020-2045 Population Increase",104
"Polk","Cypress Lakes","2020 Totals","Total WW Flows (MGD)",0.11
"Polk","Cypress Lakes","2020 Totals","Total Reuse (MGD)",0.11
"Polk","Cypress Lakes","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Cypress Lakes","2020 Totals","WW Disposal (MGD)",NA
"Polk","Cypress Lakes","2045 Projected Additional","WW Flow Projection (MGD)",0.01
"Polk","Cypress Lakes","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Cypress Lakes","2045 Projected Totals","Total WW Flows (MGD)",0.12
"Polk","Cypress Lakes","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Cypress Lakes","2045 Projected Totals","Total Reuse (MGD)",0.12
"Polk","Cypress Lakes","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.09
"Polk","Dundee","Total Service Area Population","2020",4721
"Polk","Dundee","Total Service Area Population","2045",8753
"Polk","Dundee","Septic Population","2020",1271
"Polk","Dundee","Septic Population","2045",1306
"Polk","Dundee","Adjusted Service Area Population","2020",3450
"Polk","Dundee","Adjusted Service Area Population","2045",7448
"Polk","Dundee","Adjusted Service Area Population","2020-2045 Population Increase",3998
"Polk","Dundee","2020 Totals","Total WW Flows (MGD)",0.13
"Polk","Dundee","2020 Totals","Total Reuse (MGD)",NA
"Polk","Dundee","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Dundee","2020 Totals","WW Disposal (MGD)",NA
"Polk","Dundee","2045 Projected Additional","WW Flow Projection (MGD)",0.28
"Polk","Dundee","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Dundee","2045 Projected Totals","Total WW Flows (MGD)",0.41
"Polk","Dundee","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Dundee","2045 Projected Totals","Total Reuse (MGD)",0.28
"Polk","Dundee","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.21
"Polk","Frostproof","Total Service Area Population","2020",3861
"Polk","Frostproof","Total Service Area Population","2045",5201
"Polk","Frostproof","Septic Population","2020",316
"Polk","Frostproof","Septic Population","2045",356
"Polk","Frostproof","Adjusted Service Area Population","2020",3545
"Polk","Frostproof","Adjusted Service Area Population","2045",4845
"Polk","Frostproof","Adjusted Service Area Population","2020-2045 Population Increase",1300
"Polk","Frostproof","2020 Totals","Total WW Flows (MGD)",0.14
"Polk","Frostproof","2020 Totals","Total Reuse (MGD)",NA
"Polk","Frostproof","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Frostproof","2020 Totals","WW Disposal (MGD)",NA
"Polk","Frostproof","2045 Projected Additional","WW Flow Projection (MGD)",0.09
"Polk","Frostproof","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Frostproof","2045 Projected Totals","Total WW Flows (MGD)",0.23
"Polk","Frostproof","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Frostproof","2045 Projected Totals","Total Reuse (MGD)",0.09
"Polk","Frostproof","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.07
"Polk","Davenport","Total Service Area Population","2020",5581
"Polk","Davenport","Total Service Area Population","2045",10785
"Polk","Davenport","Septic Population","2020",4125
"Polk","Davenport","Septic Population","2045",4522
"Polk","Davenport","Adjusted Service Area Population","2020",1457
"Polk","Davenport","Adjusted Service Area Population","2045",6263
"Polk","Davenport","Adjusted Service Area Population","2020-2045 Population Increase",4806
"Polk","Davenport","2020 Totals","Total WW Flows (MGD)",0.25
"Polk","Davenport","2020 Totals","Total Reuse (MGD)",NA
"Polk","Davenport","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Davenport","2020 Totals","WW Disposal (MGD)",NA
"Polk","Davenport","2045 Projected Additional","WW Flow Projection (MGD)",0.33
"Polk","Davenport","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Davenport","2045 Projected Totals","Total WW Flows (MGD)",0.58
"Polk","Davenport","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Davenport","2045 Projected Totals","Total Reuse (MGD)",0.33
"Polk","Davenport","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.25
"Polk","Ft Meade","Total Service Area Population","2020",7818
"Polk","Ft Meade","Total Service Area Population","2045",9725
"Polk","Ft Meade","Septic Population","2020",620
"Polk","Ft Meade","Septic Population","2045",665
"Polk","Ft Meade","Adjusted Service Area Population","2020",7198
"Polk","Ft Meade","Adjusted Service Area Population","2045",9060
"Polk","Ft Meade","Adjusted Service Area Population","2020-2045 Population Increase",1861
"Polk","Ft Meade","2020 Totals","Total WW Flows (MGD)",0.5
"Polk","Ft Meade","2020 Totals","Total Reuse (MGD)",0.5
"Polk","Ft Meade","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Ft Meade","2020 Totals","WW Disposal (MGD)",NA
"Polk","Ft Meade","2045 Projected Additional","WW Flow Projection (MGD)",0.13
"Polk","Ft Meade","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Ft Meade","2045 Projected Totals","Total WW Flows (MGD)",0.63
"Polk","Ft Meade","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Ft Meade","2045 Projected Totals","Total Reuse (MGD)",0.63
"Polk","Ft Meade","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.47
"Polk","Grenelefe","Total Service Area Population","2020",2269
"Polk","Grenelefe","Total Service Area Population","2045",2295
"Polk","Grenelefe","Septic Population","2020",NA
"Polk","Grenelefe","Septic Population","2045",NA
"Polk","Grenelefe","Adjusted Service Area Population","2020",2269
"Polk","Grenelefe","Adjusted Service Area Population","2045",2295
"Polk","Grenelefe","Adjusted Service Area Population","2020-2045 Population Increase",26
"Polk","Grenelefe","2020 Totals","Total WW Flows (MGD)",0.13
"Polk","Grenelefe","2020 Totals","Total Reuse (MGD)",NA
"Polk","Grenelefe","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Grenelefe","2020 Totals","WW Disposal (MGD)",NA
"Polk","Grenelefe","2045 Projected Additional","WW Flow Projection (MGD)",0
"Polk","Grenelefe","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Grenelefe","2045 Projected Totals","Total WW Flows (MGD)",0.13
"Polk","Grenelefe","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Grenelefe","2045 Projected Totals","Total Reuse (MGD)",0
"Polk","Grenelefe","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Polk","Haines City","Total Service Area Population","2020",25488
"Polk","Haines City","Total Service Area Population","2045",44214
"Polk","Haines City","Septic Population","2020",2671
"Polk","Haines City","Septic Population","2045",3074
"Polk","Haines City","Adjusted Service Area Population","2020",22817
"Polk","Haines City","Adjusted Service Area Population","2045",41139
"Polk","Haines City","Adjusted Service Area Population","2020-2045 Population Increase",18322
"Polk","Haines City","2020 Totals","Total WW Flows (MGD)",1.98
"Polk","Haines City","2020 Totals","Total Reuse (MGD)",0.84
"Polk","Haines City","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Haines City","2020 Totals","WW Disposal (MGD)",NA
"Polk","Haines City","2045 Projected Additional","WW Flow Projection (MGD)",1.27
"Polk","Haines City","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Haines City","2045 Projected Totals","Total WW Flows (MGD)",3.25
"Polk","Haines City","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Haines City","2045 Projected Totals","Total Reuse (MGD)",2.11
"Polk","Haines City","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.59
"Polk","Lake Alfred","Total Service Area Population","2020",8687
"Polk","Lake Alfred","Total Service Area Population","2045",13602
"Polk","Lake Alfred","Septic Population","2020",667
"Polk","Lake Alfred","Septic Population","2045",700
"Polk","Lake Alfred","Adjusted Service Area Population","2020",8020
"Polk","Lake Alfred","Adjusted Service Area Population","2045",12902
"Polk","Lake Alfred","Adjusted Service Area Population","2020-2045 Population Increase",4882
"Polk","Lake Alfred","2020 Totals","Total WW Flows (MGD)",0.68
"Polk","Lake Alfred","2020 Totals","Total Reuse (MGD)",NA
"Polk","Lake Alfred","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Lake Alfred","2020 Totals","WW Disposal (MGD)",NA
"Polk","Lake Alfred","2045 Projected Additional","WW Flow Projection (MGD)",0.34
"Polk","Lake Alfred","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Lake Alfred","2045 Projected Totals","Total WW Flows (MGD)",1.01
"Polk","Lake Alfred","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Lake Alfred","2045 Projected Totals","Total Reuse (MGD)",0.34
"Polk","Lake Alfred","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.25
"Polk","Lake Wales - Sam Robinson","Total Service Area Population","2020",23453
"Polk","Lake Wales - Sam Robinson","Total Service Area Population","2045",35391
"Polk","Lake Wales - Sam Robinson","Septic Population","2020",2251
"Polk","Lake Wales - Sam Robinson","Septic Population","2045",2443
"Polk","Lake Wales - Sam Robinson","Adjusted Service Area Population","2020",21203
"Polk","Lake Wales - Sam Robinson","Adjusted Service Area Population","2045",32948
"Polk","Lake Wales - Sam Robinson","Adjusted Service Area Population","2020-2045 Population Increase",11746
"Polk","Lake Wales - Sam Robinson","2020 Totals","Total WW Flows (MGD)",1.15
"Polk","Lake Wales - Sam Robinson","2020 Totals","Total Reuse (MGD)",0.54
"Polk","Lake Wales - Sam Robinson","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Lake Wales - Sam Robinson","2020 Totals","WW Disposal (MGD)",NA
"Polk","Lake Wales - Sam Robinson","2045 Projected Additional","WW Flow Projection (MGD)",0.81
"Polk","Lake Wales - Sam Robinson","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Lake Wales - Sam Robinson","2045 Projected Totals","Total WW Flows (MGD)",1.96
"Polk","Lake Wales - Sam Robinson","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Lake Wales - Sam Robinson","2045 Projected Totals","Total Reuse (MGD)",1.35
"Polk","Lake Wales - Sam Robinson","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.01
"Polk","Lakeland Glendale","Total Service Area Population","2020",85171
"Polk","Lakeland Glendale","Total Service Area Population","2045",105476
"Polk","Lakeland Glendale","Septic Population","2020",6809
"Polk","Lakeland Glendale","Septic Population","2045",8280
"Polk","Lakeland Glendale","Adjusted Service Area Population","2020",78362
"Polk","Lakeland Glendale","Adjusted Service Area Population","2045",97196
"Polk","Lakeland Glendale","Adjusted Service Area Population","2020-2045 Population Increase",18834
"Polk","Lakeland Glendale","2020 Totals","Total WW Flows (MGD)",7.62
"Polk","Lakeland Glendale","2020 Totals","Total Reuse (MGD)",8.16
"Polk","Lakeland Glendale","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Lakeland Glendale","2020 Totals","WW Disposal (MGD)",4.81
"Polk","Lakeland Glendale","2045 Projected Additional","WW Flow Projection (MGD)",1.31
"Polk","Lakeland Glendale","2045 Projected Additional","Supplemental Flows (MGD)",0.74
"Polk","Lakeland Glendale","2045 Projected Totals","Total WW Flows (MGD)",8.93
"Polk","Lakeland Glendale","2045 Projected Totals","Supplemental Flows (MGD)",0.74
"Polk","Lakeland Glendale","2045 Projected Totals","Total Reuse (MGD)",10.2
"Polk","Lakeland Glendale","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",7.65
"Polk","Lakeland Northside","Total Service Area Population","2020",40445
"Polk","Lakeland Northside","Total Service Area Population","2045",51511
"Polk","Lakeland Northside","Septic Population","2020",2821
"Polk","Lakeland Northside","Septic Population","2045",2967
"Polk","Lakeland Northside","Adjusted Service Area Population","2020",37624
"Polk","Lakeland Northside","Adjusted Service Area Population","2045",48544
"Polk","Lakeland Northside","Adjusted Service Area Population","2020-2045 Population Increase",10921
"Polk","Lakeland Northside","2020 Totals","Total WW Flows (MGD)",3.87
"Polk","Lakeland Northside","2020 Totals","Total Reuse (MGD)",NA
"Polk","Lakeland Northside","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Lakeland Northside","2020 Totals","WW Disposal (MGD)",NA
"Polk","Lakeland Northside","2045 Projected Additional","WW Flow Projection (MGD)",0.76
"Polk","Lakeland Northside","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Lakeland Northside","2045 Projected Totals","Total WW Flows (MGD)",4.63
"Polk","Lakeland Northside","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Lakeland Northside","2045 Projected Totals","Total Reuse (MGD)",0.76
"Polk","Lakeland Northside","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.57
"Polk","Mulberry","Total Service Area Population","2020",4288
"Polk","Mulberry","Total Service Area Population","2045",5796
"Polk","Mulberry","Septic Population","2020",212
"Polk","Mulberry","Septic Population","2045",224
"Polk","Mulberry","Adjusted Service Area Population","2020",4076
"Polk","Mulberry","Adjusted Service Area Population","2045",5572
"Polk","Mulberry","Adjusted Service Area Population","2020-2045 Population Increase",1497
"Polk","Mulberry","2020 Totals","Total WW Flows (MGD)",0.3
"Polk","Mulberry","2020 Totals","Total Reuse (MGD)",0.28
"Polk","Mulberry","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Mulberry","2020 Totals","WW Disposal (MGD)",NA
"Polk","Mulberry","2045 Projected Additional","WW Flow Projection (MGD)",0.1
"Polk","Mulberry","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Mulberry","2045 Projected Totals","Total WW Flows (MGD)",0.4
"Polk","Mulberry","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Mulberry","2045 Projected Totals","Total Reuse (MGD)",0.38
"Polk","Mulberry","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.29
"Polk","Outdoor Resorts Orlando","Total Service Area Population","2020",NA
"Polk","Outdoor Resorts Orlando","Total Service Area Population","2045",NA
"Polk","Outdoor Resorts Orlando","Septic Population","2020",NA
"Polk","Outdoor Resorts Orlando","Septic Population","2045",NA
"Polk","Outdoor Resorts Orlando","Adjusted Service Area Population","2020",NA
"Polk","Outdoor Resorts Orlando","Adjusted Service Area Population","2045",NA
"Polk","Outdoor Resorts Orlando","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Outdoor Resorts Orlando","2020 Totals","Total WW Flows (MGD)",0.12
"Polk","Outdoor Resorts Orlando","2020 Totals","Total Reuse (MGD)",NA
"Polk","Outdoor Resorts Orlando","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Outdoor Resorts Orlando","2020 Totals","WW Disposal (MGD)",NA
"Polk","Outdoor Resorts Orlando","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Outdoor Resorts Orlando","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Outdoor Resorts Orlando","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Outdoor Resorts Orlando","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Outdoor Resorts Orlando","2045 Projected Totals","Total Reuse (MGD)",NA
"Polk","Outdoor Resorts Orlando","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Polk","Polk City - Cardinal Hill","Total Service Area Population","2020",437
"Polk","Polk City - Cardinal Hill","Total Service Area Population","2045",505
"Polk","Polk City - Cardinal Hill","Septic Population","2020",56
"Polk","Polk City - Cardinal Hill","Septic Population","2045",57
"Polk","Polk City - Cardinal Hill","Adjusted Service Area Population","2020",381
"Polk","Polk City - Cardinal Hill","Adjusted Service Area Population","2045",448
"Polk","Polk City - Cardinal Hill","Adjusted Service Area Population","2020-2045 Population Increase",67
"Polk","Polk City - Cardinal Hill","2020 Totals","Total WW Flows (MGD)",0.14
"Polk","Polk City - Cardinal Hill","2020 Totals","Total Reuse (MGD)",NA
"Polk","Polk City - Cardinal Hill","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Polk City - Cardinal Hill","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk City - Cardinal Hill","2045 Projected Additional","WW Flow Projection (MGD)",0
"Polk","Polk City - Cardinal Hill","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk City - Cardinal Hill","2045 Projected Totals","Total WW Flows (MGD)",0.14
"Polk","Polk City - Cardinal Hill","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Polk City - Cardinal Hill","2045 Projected Totals","Total Reuse (MGD)",0
"Polk","Polk City - Cardinal Hill","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Polk","Polk County - Northeast Regional","Total Service Area Population","2020",36684
"Polk","Polk County - Northeast Regional","Total Service Area Population","2045",59147
"Polk","Polk County - Northeast Regional","Septic Population","2020",777
"Polk","Polk County - Northeast Regional","Septic Population","2045",886
"Polk","Polk County - Northeast Regional","Adjusted Service Area Population","2020",35908
"Polk","Polk County - Northeast Regional","Adjusted Service Area Population","2045",58261
"Polk","Polk County - Northeast Regional","Adjusted Service Area Population","2020-2045 Population Increase",22353
"Polk","Polk County - Northeast Regional","2020 Totals","Total WW Flows (MGD)",3.5
"Polk","Polk County - Northeast Regional","2020 Totals","Total Reuse (MGD)",3.67
"Polk","Polk County - Northeast Regional","2020 Totals","Supplemental Flows (MGD)",0.6
"Polk","Polk County - Northeast Regional","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk County - Northeast Regional","2045 Projected Additional","WW Flow Projection (MGD)",1.55
"Polk","Polk County - Northeast Regional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk County - Northeast Regional","2045 Projected Totals","Total WW Flows (MGD)",5.05
"Polk","Polk County - Northeast Regional","2045 Projected Totals","Supplemental Flows (MGD)",0.6
"Polk","Polk County - Northeast Regional","2045 Projected Totals","Total Reuse (MGD)",5.22
"Polk","Polk County - Northeast Regional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",3.91
"Polk","Polk County - Northwest Regional","Total Service Area Population","2020",41263
"Polk","Polk County - Northwest Regional","Total Service Area Population","2045",61914
"Polk","Polk County - Northwest Regional","Septic Population","2020",34223
"Polk","Polk County - Northwest Regional","Septic Population","2045",41401
"Polk","Polk County - Northwest Regional","Adjusted Service Area Population","2020",7040
"Polk","Polk County - Northwest Regional","Adjusted Service Area Population","2045",20513
"Polk","Polk County - Northwest Regional","Adjusted Service Area Population","2020-2045 Population Increase",13473
"Polk","Polk County - Northwest Regional","2020 Totals","Total WW Flows (MGD)",1.09
"Polk","Polk County - Northwest Regional","2020 Totals","Total Reuse (MGD)",0.56
"Polk","Polk County - Northwest Regional","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Polk County - Northwest Regional","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk County - Northwest Regional","2045 Projected Additional","WW Flow Projection (MGD)",0.93
"Polk","Polk County - Northwest Regional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk County - Northwest Regional","2045 Projected Totals","Total WW Flows (MGD)",2.03
"Polk","Polk County - Northwest Regional","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Polk County - Northwest Regional","2045 Projected Totals","Total Reuse (MGD)",1.5
"Polk","Polk County - Northwest Regional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.12
"Polk","Polk County - Sun Ray","Total Service Area Population","2020",465
"Polk","Polk County - Sun Ray","Total Service Area Population","2045",504
"Polk","Polk County - Sun Ray","Septic Population","2020",55
"Polk","Polk County - Sun Ray","Septic Population","2045",56
"Polk","Polk County - Sun Ray","Adjusted Service Area Population","2020",410
"Polk","Polk County - Sun Ray","Adjusted Service Area Population","2045",448
"Polk","Polk County - Sun Ray","Adjusted Service Area Population","2020-2045 Population Increase",38
"Polk","Polk County - Sun Ray","2020 Totals","Total WW Flows (MGD)",0.36
"Polk","Polk County - Sun Ray","2020 Totals","Total Reuse (MGD)",NA
"Polk","Polk County - Sun Ray","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Polk County - Sun Ray","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk County - Sun Ray","2045 Projected Additional","WW Flow Projection (MGD)",0
"Polk","Polk County - Sun Ray","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk County - Sun Ray","2045 Projected Totals","Total WW Flows (MGD)",0.36
"Polk","Polk County - Sun Ray","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Polk County - Sun Ray","2045 Projected Totals","Total Reuse (MGD)",0
"Polk","Polk County - Sun Ray","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Polk","Polk County - Southwest Regional","Total Service Area Population","2020",51598
"Polk","Polk County - Southwest Regional","Total Service Area Population","2045",70132
"Polk","Polk County - Southwest Regional","Septic Population","2020",38932
"Polk","Polk County - Southwest Regional","Septic Population","2045",41440
"Polk","Polk County - Southwest Regional","Adjusted Service Area Population","2020",12666
"Polk","Polk County - Southwest Regional","Adjusted Service Area Population","2045",28691
"Polk","Polk County - Southwest Regional","Adjusted Service Area Population","2020-2045 Population Increase",16025
"Polk","Polk County - Southwest Regional","2020 Totals","Total WW Flows (MGD)",2.14
"Polk","Polk County - Southwest Regional","2020 Totals","Total Reuse (MGD)",1.96
"Polk","Polk County - Southwest Regional","2020 Totals","Supplemental Flows (MGD)",0.26
"Polk","Polk County - Southwest Regional","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk County - Southwest Regional","2045 Projected Additional","WW Flow Projection (MGD)",1.11
"Polk","Polk County - Southwest Regional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk County - Southwest Regional","2045 Projected Totals","Total WW Flows (MGD)",3.25
"Polk","Polk County - Southwest Regional","2045 Projected Totals","Supplemental Flows (MGD)",0.26
"Polk","Polk County - Southwest Regional","2045 Projected Totals","Total Reuse (MGD)",3.07
"Polk","Polk County - Southwest Regional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.3
"Polk","Polk County - Waverly","Total Service Area Population","2020",714
"Polk","Polk County - Waverly","Total Service Area Population","2045",1075
"Polk","Polk County - Waverly","Septic Population","2020",128
"Polk","Polk County - Waverly","Septic Population","2045",129
"Polk","Polk County - Waverly","Adjusted Service Area Population","2020",586
"Polk","Polk County - Waverly","Adjusted Service Area Population","2045",945
"Polk","Polk County - Waverly","Adjusted Service Area Population","2020-2045 Population Increase",359
"Polk","Polk County - Waverly","2020 Totals","Total WW Flows (MGD)",0.04
"Polk","Polk County - Waverly","2020 Totals","Total Reuse (MGD)",NA
"Polk","Polk County - Waverly","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Polk County - Waverly","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk County - Waverly","2045 Projected Additional","WW Flow Projection (MGD)",0.02
"Polk","Polk County - Waverly","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk County - Waverly","2045 Projected Totals","Total WW Flows (MGD)",0.06
"Polk","Polk County - Waverly","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Polk County - Waverly","2045 Projected Totals","Total Reuse (MGD)",0.02
"Polk","Polk County - Waverly","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.02
"Polk","Polk Correctional","Total Service Area Population","2020",NA
"Polk","Polk Correctional","Total Service Area Population","2045",NA
"Polk","Polk Correctional","Septic Population","2020",NA
"Polk","Polk Correctional","Septic Population","2045",NA
"Polk","Polk Correctional","Adjusted Service Area Population","2020",NA
"Polk","Polk Correctional","Adjusted Service Area Population","2045",NA
"Polk","Polk Correctional","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Polk Correctional","2020 Totals","Total WW Flows (MGD)",0.15
"Polk","Polk Correctional","2020 Totals","Total Reuse (MGD)",NA
"Polk","Polk Correctional","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Polk Correctional","2020 Totals","WW Disposal (MGD)",NA
"Polk","Polk Correctional","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Polk Correctional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Polk Correctional","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Polk Correctional","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Polk Correctional","2045 Projected Totals","Total Reuse (MGD)",NA
"Polk","Polk Correctional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Polk","Streamsong","Total Service Area Population","2020",NA
"Polk","Streamsong","Total Service Area Population","2045",NA
"Polk","Streamsong","Septic Population","2020",NA
"Polk","Streamsong","Septic Population","2045",NA
"Polk","Streamsong","Adjusted Service Area Population","2020",NA
"Polk","Streamsong","Adjusted Service Area Population","2045",NA
"Polk","Streamsong","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Streamsong","2020 Totals","Total WW Flows (MGD)",0.02
"Polk","Streamsong","2020 Totals","Total Reuse (MGD)",0.02
"Polk","Streamsong","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Streamsong","2020 Totals","WW Disposal (MGD)",NA
"Polk","Streamsong","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Streamsong","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Streamsong","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Streamsong","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Streamsong","2045 Projected Totals","Total Reuse (MGD)",0.02
"Polk","Streamsong","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.02
"Polk","Swiss Golf","Total Service Area Population","2020",1359
"Polk","Swiss Golf","Total Service Area Population","2045",1382
"Polk","Swiss Golf","Septic Population","2020",NA
"Polk","Swiss Golf","Septic Population","2045",NA
"Polk","Swiss Golf","Adjusted Service Area Population","2020",1359
"Polk","Swiss Golf","Adjusted Service Area Population","2045",1382
"Polk","Swiss Golf","Adjusted Service Area Population","2020-2045 Population Increase",22
"Polk","Swiss Golf","2020 Totals","Total WW Flows (MGD)",0.04
"Polk","Swiss Golf","2020 Totals","Total Reuse (MGD)",NA
"Polk","Swiss Golf","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Swiss Golf","2020 Totals","WW Disposal (MGD)",NA
"Polk","Swiss Golf","2045 Projected Additional","WW Flow Projection (MGD)",0
"Polk","Swiss Golf","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Swiss Golf","2045 Projected Totals","Total WW Flows (MGD)",0.05
"Polk","Swiss Golf","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Swiss Golf","2045 Projected Totals","Total Reuse (MGD)",0
"Polk","Swiss Golf","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Polk","Swiss Village","Total Service Area Population","2020",1649
