"County","Facility ID","Facility Name","Utility","Type","FlowMGD","Grouping"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Surface Water",NA,"2020 Disposal"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","Deep Well Injection",NA,"2020 Disposal"
"Pinellas","FLA128856","St. Petersburg - Northeast","St. Petersburg- Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Permitted Capacity",11,"Facility Information"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Total WW Flow",7.8,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Surface Water",NA,"2020 Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","Deep Well Injection",NA,"2020 Disposal"
"Manatee","FLA012618","Manatee County - Southeast","Manatee Co- Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Permitted Capacity",7.5,"Facility Information"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Total WW Flow",3.8,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Surface Water",NA,"2020 Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","Deep Well Injection",NA,"2020 Disposal"
"Manatee","FLA012617","Manatee County - North","Manatee Co- Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Permitted Capacity",2.4,"Facility Information"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Total WW Flow",1.48,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Total Reuse",1,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","WW Disposal",0.07,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Res Irrig/ Landscape",0.92,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Golf Courses",0.09,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Industrial",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","ATP/Other",0.11,"2020 Non-Beneficial Reuse by Category"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Surface Water",0.07,"2020 Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","Deep Well Injection",NA,"2020 Disposal"
"Manatee","FL0020401","Palmetto","Palmetto, City of","IPR",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Permitted Capacity",9,"Facility Information"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Total WW Flow",5.92,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Total Reuse",2.76,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","WW Disposal",2.83,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Res Irrig/ Landscape",2.58,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Golf Courses",0.14,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Ag Irrig",0.05,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Industrial",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","ATP/Other",0.16,"2020 Non-Beneficial Reuse by Category"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Surface Water",2.83,"2020 Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","Deep Well Injection",NA,"2020 Disposal"
"Manatee","FL0021369","Bradenton","Bradenton, City of","IPR",NA,"2020 Beneficial Reuse by Category"
